time,kb,zos,salinity,water_temp,wind_direction,wind_speed,peace_discharge,peace_TN,peace_TP,caloosa_discharge,caloosa_total_nitrogen,caloosa_total_phosphorus
1993-01-04,333.0,0.0129061814137438,33.04347826086956,26.8,36.0,13.9,202.0,8.2,1.999090909090909,251.25,1.051607142857143,0.07
1993-01-11,667.0,0.0156137131725367,33.06521739130435,27.0,118.0,16.2,423.0,10.1,1.9345454545454543,1528.6,0.7785714285714286,0.07
1993-01-18,667.0,0.0217016463586683,33.08695652173913,27.1,108.0,16.2,1470.0,12.0,1.87,3398.5714285714284,0.7929365079365079,0.0671428571428571
1993-01-25,0.0,0.0159503163580893,33.108695652173914,26.8,110.0,12.6,1450.0,10.0475,1.8705,2687.0,0.7983333333333332,0.058
1993-02-01,0.0,0.0089770399570727,33.130434782608695,26.5,14.0,17.5,1490.0,8.095,1.871,2979.1428571428573,0.765925925925926,0.0486666666666666
1993-02-08,0.0,-0.0008698577657819,33.15217391304348,26.1,81.0,15.7,1320.0,6.1425,1.8715,4075.714285714286,0.7335185185185185,0.0393333333333333
1993-02-15,0.0,-0.0135382668191117,33.17391304347826,26.2,106.0,14.4,766.0,4.19,1.872,2653.0,1.034685714285714,0.0322773109243697
1993-02-22,0.0,-0.0054645948749024,33.19565217391305,26.0,188.0,14.1,928.0,1.66,1.8106666666666669,1778.0,1.2715999999999998,0.0392647058823529
1993-03-01,0.0,-0.0227910594450313,33.21739130434783,25.9,32.0,14.3,1090.0,1.732,1.7493333333333334,3232.8571428571427,1.4032,0.0485294117647058
1993-03-08,0.0,-0.0384078843300671,33.23913043478261,26.3,292.0,18.1,1090.0,1.804,1.6880000000000002,491.4285714285714,1.5348,0.0577941176470588
1993-03-15,0.0,-0.0629333193101099,33.26086956521739,26.6,7.0,24.7,2560.0,1.876,1.6266666666666667,59.3,1.313,0.0670588235294117
1993-03-22,0.0,-0.0614170508445156,33.28260869565217,25.5,108.0,18.4,2550.0,1.948,1.5653333333333337,1930.0,0.7013650793650794,0.0763235294117647
1993-03-29,0.0,-0.0602473596799593,33.30434782608695,26.2,129.0,14.6,2000.0,2.02,1.504,3264.285714285714,0.5914814814814815,0.0855882352941176
1993-04-05,0.0,-0.037195043750242,33.32608695652174,26.4,81.0,17.6,3290.0,5.68,1.4426666666666668,3849.0,0.5629629629629629,0.0948529411764706
1993-04-12,0.0,-0.0082141677879926,33.34782608695652,26.3,128.0,15.3,3140.0,9.34,1.3813333333333335,2830.0,0.5344444444444445,0.1041176470588235
1993-04-19,0.0,-0.0126118152318484,33.369565217391305,26.5,40.0,14.3,2040.0,13.0,1.32,4164.285714285715,0.5093650793650794,0.1133823529411764
1993-04-26,0.0,-0.034968422598281,33.391304347826086,26.9,105.0,13.4,1800.0,9.3,1.44,2957.714285714286,0.5120238095238095,0.1142208622579466
1993-05-03,0.0,-0.0184528455402631,33.41304347826087,26.8,122.0,14.0,797.0,6.973333333333335,1.172,561.8571428571429,0.5495,0.0965217391304347
1993-05-10,0.0,-0.0268775046560194,33.43478260869565,27.3,72.0,9.8,495.0,4.646666666666667,0.904,11.071428571428571,0.588,0.0782608695652174
1993-05-17,0.0,-0.0318552232881581,33.45652173913044,27.2,98.0,8.5,309.0,2.32,0.636,10.142857142857142,0.7136842105263158,0.0621217391304347
1993-05-24,0.0,-0.022591745310041,33.47826086956522,26.9,88.0,11.6,186.0,2.103333333333333,0.7045,9.971428571428572,0.828421052631579,0.0590666666666666
1993-05-31,0.0,-0.0192854640727521,33.5,26.1,77.0,12.0,391.0,1.8866666666666665,0.773,723.5428571428572,0.916842105263158,0.0581333333333333
1993-06-07,0.0,-0.0194996922275431,33.52173913043478,28.7,81.0,7.6,453.0,1.67,0.8415,1590.0,0.8441618752764264,0.0572
1993-06-14,0.0,0.0074231355936082,33.54347826086956,29.1,84.0,9.2,318.0,1.41,0.91,1361.857142857143,0.7394117647058823,0.0562666666666666
1993-06-21,0.0,0.0168718322997243,33.56521739130435,28.8,97.0,10.7,177.0,7.9,3.37,10.885714285714286,0.6776470588235294,0.0553333333333333
1993-06-28,0.0,0.0031202837514805,33.58695652173913,29.7,120.0,7.9,782.0,8.566666666666666,3.883333333333333,741.9142857142857,0.6158823529411764,0.0543999999999999
1993-07-05,0.0,0.0064277662251941,33.608695652173914,31.3,97.0,7.0,757.0,9.233333333333334,4.3966666666666665,767.4285714285714,0.5541176470588235,0.0534666666666666
1993-07-12,0.0,0.0180523807723945,33.630434782608695,30.1,78.0,8.7,632.0,9.9,4.91,623.1428571428571,0.5367707082833133,0.0525333333333333
1993-07-19,0.0,0.0275535631114352,33.65217391304348,31.5,112.0,9.3,498.0,9.2,4.525,446.0,0.6171428571428571,0.0516
1993-07-26,0.0,0.0297882336740923,33.67391304347826,32.0,303.0,7.4,314.0,8.5,4.140000000000001,486.2142857142857,0.7004761904761905,0.0506666666666666
1993-08-02,0.0,0.0330139229303878,33.69565217391305,32.2,289.0,9.7,782.0,7.8,3.755,1986.0,0.7665410779696494,0.0693047619047619
1993-08-09,0.0,0.0426836328429424,33.71739130434783,31.3,113.0,8.7,723.0,7.1,3.37,829.9714285714286,0.7946153846153846,0.131
1993-08-16,0.0,0.0487085354162319,33.73913043478261,31.8,65.0,9.4,393.0,7.55,3.17,670.9428571428572,0.7328571428571429,0.194
1993-08-23,0.0,0.051440559692511,33.76086956521739,30.8,346.0,9.4,268.0,8.0,2.97,170.52857142857144,0.6375,0.21875
1993-08-30,0.0,0.0545289110676676,33.78260869565217,31.3,281.0,11.0,824.0,5.15,3.31,3162.8571428571427,0.655,0.1925
1993-09-06,0.0,0.0490316971403681,33.80434782608695,30.9,166.0,9.9,921.0,2.3,3.65,5531.428571428572,0.6725,0.16625
1993-09-13,0.0,0.0463384280582906,33.82608695652174,31.4,118.0,10.4,1450.0,7.7,3.99,7004.285714285715,0.8378571428571429,0.1408035714285714
1993-09-20,0.0,0.0681828060280956,33.84782608695652,29.8,96.0,12.6,1560.0,1.88,3.4800000000000004,3142.8571428571427,1.3225,0.1203125
1993-09-27,0.0,0.0777909916964889,33.869565217391305,30.2,65.0,9.2,1370.0,12.0,2.97,741.8571428571429,1.165,0.100625
1993-10-04,0.0,0.0832482679171424,33.891304347826086,29.0,52.0,12.3,797.0,12.333333333333334,2.96,1704.2857142857142,1.0075,0.0809375
1993-10-11,0.0,0.0787053516171892,33.91304347826087,29.5,344.0,15.2,466.0,12.666666666666666,2.95,3568.8571428571427,0.85,0.06125
1993-10-18,0.0,0.0780625694146785,33.93478260869565,29.0,160.0,13.5,1050.0,13.0,2.94,3737.142857142857,0.7428571428571429,0.0578260869565217
1993-10-25,0.0,0.0649838027292789,33.95652173913044,29.0,49.0,9.8,1020.0,10.22,2.546,2462.8571428571427,0.755,0.0760869565217391
1993-11-01,0.0,0.062730232060414,33.97826086956522,27.8,48.0,15.9,1050.0,7.439999999999999,2.152,1741.428571428571,0.8366666666666667,0.0943478260869565
1993-11-08,0.0,0.0498522226130974,34.0,27.9,64.0,13.0,1060.0,4.66,1.758,1084.428571428571,0.9183333333333332,0.1126086956521739
1993-11-15,0.0,0.0592867031523775,34.02173913043478,28.0,110.0,13.1,635.0,1.88,1.364,572.5714285714286,0.79,0.1308695652173913
1993-11-22,0.0,0.0334316602449929,34.04347826086956,28.8,35.0,10.5,405.0,1.6949999999999998,0.9700000000000002,196.7142857142857,0.3816666666666666,0.1491304347826087
1993-11-29,0.0,0.0192508572204576,34.06521739130435,27.6,23.0,11.4,327.0,1.51,0.576,430.4285714285714,0.171547619047619,0.167391304347826
1993-12-06,0.0,0.0191931850838901,34.08695652173913,27.4,67.0,12.5,233.0,1.5555555555555556,0.5764444444444444,56.84285714285714,0.3975,0.1856521739130435
1993-12-13,0.0,0.0053046651944489,34.108695652173914,27.7,51.0,11.4,182.0,1.6011111111111112,0.5768888888888889,112.22857142857144,0.4446825396825397,0.2039130434782609
1993-12-20,0.0,0.0050798580454355,34.130434782608695,26.5,29.0,13.6,159.0,1.6466666666666667,0.5773333333333333,10.8,0.5322222222222223,0.2221739130434782
1993-12-27,0.0,-0.0050760314986771,34.15217391304348,26.8,61.0,15.0,226.0,1.692222222222222,0.5777777777777777,256.85714285714283,0.6391666666666668,0.2404347826086957
1994-01-03,0.0,-0.023088823205555,34.17391304347826,26.9,262.0,19.3,246.0,1.7377777777777776,0.5782222222222222,281.0,0.7461111111111112,0.258695652173913
1994-01-10,0.0,-0.0476874506435536,34.19565217391305,26.5,143.0,17.9,369.0,1.7833333333333332,0.5786666666666667,326.3142857142857,0.8530555555555556,0.2769565217391304
1994-01-17,0.0,-0.0409337369293232,34.21739130434783,26.4,111.0,17.2,287.0,1.8288888888888888,0.579111111111111,618.0,0.9191496598639456,0.2952173913043479
1994-01-24,0.0,-0.0412889674431488,34.23913043478261,26.0,44.0,13.9,413.0,1.8744444444444444,0.5795555555555555,883.2857142857143,0.7333333333333333,0.3134782608695652
1994-01-31,0.0,-0.0412247117286966,34.26086956521739,26.2,103.0,16.0,277.0,1.92,0.58,750.5714285714286,0.5066666666666667,0.3317391304347826
1994-02-07,0.0,-0.0438171504472207,34.28260869565217,26.1,36.0,15.2,364.0,7.5,2.15,1818.2857142857144,0.3270408163265306,0.35
1994-02-14,0.0,-0.0450416709641509,34.30434782608695,27.2,151.0,13.5,292.0,7.7,3.37,494.0,0.4133163265306122,0.3682608695652174
1994-02-21,0.0,-0.0372784378681337,34.32608695652174,26.5,53.0,14.1,391.0,6.19375,2.896,415.2857142857143,0.4595714285714286,0.3865217391304348
1994-02-28,0.0,-0.0382910702809781,34.34782608695652,26.5,148.0,11.9,362.0,4.6875,2.422,692.5714285714286,0.4985714285714285,0.4047826086956521
1994-03-07,0.0,-0.0667453967351465,34.369565217391305,26.3,312.0,16.8,1070.0,3.1812499999999995,1.948,1421.142857142857,0.5375714285714286,0.4230434782608696
1994-03-14,0.0,-0.0647419711436683,34.391304347826086,26.2,122.0,13.6,514.0,1.675,1.474,295.3428571428572,0.5765714285714285,0.441304347826087
1994-03-21,0.0,-0.0763927291303542,34.41304347826087,26.8,183.0,8.3,235.0,1.6,1.0,10.385714285714286,0.7843979591836734,0.4595652173913043
1994-03-28,0.0,-0.0683433956040662,34.43478260869565,26.7,171.0,13.0,195.0,1.45,1.24625,10.3,1.5397857142857143,0.4778260869565218
1994-04-04,0.0,-0.0594814638595368,34.45652173913044,27.9,358.0,18.2,182.0,1.92125,1.4925000000000002,13.0,1.9745,0.4960869565217391
1994-04-11,0.0,-0.0425326739746914,34.47826086956522,26.7,110.0,11.8,125.0,2.3925,1.73875,11.37142857142857,2.349,0.5143478260869566
1994-04-18,0.0,-0.0433308127017896,34.5,27.5,136.0,9.6,108.0,2.86375,1.985,79.8,2.2062551020408163,0.5118751848565513
1994-04-25,0.0,-0.0295150321715909,34.52173913043478,27.7,104.0,16.4,244.0,3.335,2.23125,1294.142857142857,0.703469387755102,0.4347619047619048
1994-05-02,0.0,-0.0355479371429111,34.54347826086956,27.8,77.0,10.5,279.0,1.61,2.4775,611.4285714285714,0.8528571428571429,0.3514285714285714
1994-05-09,0.0,-0.0301706039533199,34.565217391304344,29.2,44.0,9.4,143.0,1.62,2.72375,23.285714285714285,1.0059183673469387,0.272786769880366
1994-05-16,0.0,-0.0256595898507582,34.58695652173913,28.9,128.0,7.4,88.0,6.1,2.97,10.514285714285714,0.78125,0.2110344827586207
1994-05-23,0.0,-0.0070162441820047,34.608695652173914,28.8,16.0,12.1,128.0,8.733333333333333,2.9,11.014285714285714,0.7141666666666667,0.1506896551724137
1994-05-30,0.0,-0.0005321587802071,34.630434782608695,29.0,80.0,9.7,63.0,11.366666666666667,2.83,456.9428571428571,0.6470833333333332,0.0903448275862068
1994-06-06,0.0,-0.0080957690470385,34.65217391304348,29.0,60.0,7.8,369.0,14.0,2.76,2448.5714285714284,0.6403571428571428,0.0381238564391273
1994-06-13,0.0,-0.0141307640929123,34.67391304347826,29.960869565217397,103.6,11.148,991.0,5.8,2.54,2088.428571428572,1.0058333333333334,0.036
1994-06-20,0.0,-0.0113213330190394,34.69565217391305,30.408,107.11111111111111,8.818518518518518,1950.0,3.7575,2.462,1577.857142857143,1.2766341991341992,0.042
1994-06-27,0.0,-0.0023065738528465,34.71739130434783,30.803846153846152,111.14285714285714,8.803571428571429,2600.0,1.715,2.384,1947.142857142857,1.2063636363636363,0.048
1994-07-04,0.0,0.014477463557765,34.73913043478261,30.764,116.46153846153848,9.473076923076924,1480.0,2.677,2.306,2207.1428571428573,1.1257575757575755,0.054
1994-07-11,0.0,0.0273725950062487,34.76086956521739,30.97307692307692,103.37037037037037,9.877777777777778,1330.0,4.6885,2.228,2085.714285714286,1.051533704390847,0.06
1994-07-18,0.0,0.0143698078994396,34.78260869565217,31.25185185185185,124.14285714285714,10.1,1050.0,6.7,2.15,850.9857142857143,1.0002857142857144,0.066
1994-07-25,0.0,0.0027114518604553,34.80434782608695,31.37777777777778,135.75,9.846428571428572,638.0,9.525,2.2325,1199.685714285714,0.950952380952381,0.072
1994-08-01,0.0,0.0028258197068735,34.82608695652174,30.1,52.0,9.2,1720.0,12.35,2.315,1296.142857142857,0.9016190476190477,0.078
1994-08-08,0.0,0.0092348058610651,34.84782608695652,31.9,128.0,8.8,2840.0,15.175,2.3975,2075.714285714286,0.8522857142857143,0.084
1994-08-15,0.0,0.0250216339430414,34.869565217391305,30.1,54.0,14.8,1890.0,18.0,2.48,2047.142857142857,1.0652653061224489,0.1182448979591836
1994-08-22,0.0,0.0217986372000731,34.891304347826086,32.1,225.0,12.5,3010.0,16.5,2.39,1441.2857142857142,1.33,0.3266666666666666
1994-08-29,0.0,0.029542196580653,34.91304347826087,31.1,95.0,13.3,3330.0,15.0,2.3,1744.0,1.43,0.5633333333333334
1994-09-05,0.0,0.0463274838185769,34.93478260869565,29.1,22.0,7.8,3290.0,10.57,1.8975,2011.428571428572,1.4616512059369202,0.7596996534462842
1994-09-12,0.0,0.0643414938018337,34.95652173913044,30.89642857142857,92.32142857142856,10.675,3460.0,6.140000000000001,1.495,2350.0,1.0718181818181818,0.7075471698113207
1994-09-19,60000.0,0.0683160818258549,34.97826086956522,30.75714285714286,76.71428571428571,11.407142857142857,7320.0,1.71,1.0924999999999998,5187.142857142857,0.8168571428571428,0.6150943396226414
1994-09-26,260000.0,0.0631414724961064,35.0,30.464285714285715,101.53571428571428,11.68214285714286,8850.0,1.3,0.69,8144.285714285715,0.8328571428571429,0.5226415094339623
1994-10-03,119000.0,0.076005932861934,34.0,30.01851851851852,79.5925925925926,11.61851851851852,8010.0,1.345,0.695,6950.0,0.8488571428571429,0.430188679245283
1994-10-10,28800.0,0.0650725930697197,34.0,29.7,89.55172413793103,12.389655172413793,7680.0,1.39,0.7,5141.428571428572,0.8648571428571429,0.3377358490566038
1994-10-17,53000.0,0.0680091763455676,34.0,29.192857142857143,94.79310344827586,11.341379310344829,4460.0,1.41125,0.705,6105.714285714285,0.8808571428571429,0.2452830188679245
1994-10-24,0.0,0.0819994237654959,33.0,29.135714285714283,98.6206896551724,11.617241379310345,2640.0,1.4325,0.71,4174.285714285715,0.62,0.1528301886792453
1994-10-31,23000.0,0.0555375796268297,32.0,28.27857142857143,85.79310344827586,12.255172413793105,1380.0,1.45375,0.715,2934.285714285714,0.344375,0.1185714285714285
1994-11-07,0.0,0.0350265058572626,34.0,27.932142857142857,81.93103448275862,12.713793103448277,1470.0,1.475,0.72,3280.0,0.54125,0.1619047619047618
1994-11-14,1300.0,0.0207861723350641,34.0,27.607142857142858,30.0,6.2,924.0,1.49625,0.725,1838.571428571429,0.5865178571428571,0.2052380952380952
1994-11-21,0.0,0.0268674504348024,34.0,27.27142857142857,340.0,7.7,1960.0,1.5175,0.73,5064.285714285715,0.3658823529411764,0.2264705882352941
1994-11-28,0.0,0.0415050957069476,34.0,27.110714285714288,30.0,5.7,1910.0,1.53875,0.735,5241.428571428572,0.4729411764705882,0.218235294117647
1994-12-05,380000.0,0.0381612422159607,34.0,26.99285714285714,40.0,5.1,1120.0,1.56,0.74,4770.0,0.5976050420168066,0.2100288115246098
1994-12-12,4700000.0,0.0296438617669956,34.0,26.52857142857143,10.0,7.2,1350.0,10.0,2.21,4951.428571428572,0.8308333333333334,0.202
1994-12-19,2280000.0,0.0397611507184135,34.0,26.207142857142856,20.0,5.1,846.0,5.65,1.575,4580.0,1.0915269151138716,0.194
1994-12-26,147000.0,0.0161412576924787,33.0,26.053571428571427,330.0,8.2,1330.0,1.3,0.94,7267.142857142857,1.3739130434782607,0.186
1995-01-02,630000.0,0.0005689147348213,29.0,25.986206896551725,40.0,5.7,1710.0,1.336,1.1042857142857143,5807.142857142857,1.6569565217391304,0.178
1995-01-09,18300.0,-0.0231385534753925,34.0,25.855172413793102,50.0,7.2,1020.0,1.372,1.2685714285714285,4925.714285714285,1.7603416149068325,0.1676122448979591
1995-01-16,610000.0,-0.0350343678324255,28.0,25.624137931034483,110.0,9.3,1610.0,1.408,1.4328571428571428,6061.428571428572,0.9893831168831168,0.1425
1995-01-23,1480000.0,-0.0482760533493933,32.0,26.4,130.0,15.3,1710.0,1.444,1.597142857142857,5614.285714285715,0.8795454545454546,0.115
1995-01-30,0.0,-0.0561125719112254,32.0,26.4,15.0,12.6,1080.0,1.48,1.7614285714285711,4931.428571428572,0.8397727272727272,0.0875
1995-02-06,1000.0,-0.1017140748876769,32.0,26.2,302.0,18.0,683.0,4.09,1.9257142857142855,5060.0,0.8723701298701299,0.0664149659863945
1995-02-13,0.0,-0.0983562314343735,32.0,26.1,189.0,15.4,612.0,6.7,2.09,4484.285714285715,1.078780487804878,0.0848888888888888
1995-02-20,333.0,-0.0825825922017574,32.0,26.5,134.0,12.5,1060.0,8.5,3.99,3570.0,0.9942682926829268,0.1097777777777778
1995-02-27,0.0,-0.0765406824127028,32.375,23.3,59.0,11.8,1160.0,7.1,3.412,2405.714285714286,0.9097560975609756,0.1346666666666666
1995-03-06,0.0,-0.0619371675663155,32.75,22.0,5.0,9.7,785.0,5.7,2.834,3187.1428571428573,0.8252439024390243,0.1595555555555555
1995-03-13,0.0,-0.0449215074289392,33.125,21.9,88.0,14.7,1250.0,4.300000000000001,2.256,2947.714285714286,0.7407317073170732,0.1844444444444444
1995-03-20,0.0,-0.0516854947463387,33.5,25.0,103.0,17.3,1060.0,2.9000000000000004,1.678,2506.428571428572,0.656219512195122,0.2093333333333333
1995-03-27,0.0,-0.0520888435344099,33.875,26.5,112.0,9.0,1060.0,1.5,1.1,2583.0,0.8355,0.2276190476190475
1995-04-03,0.0,-0.0456896373703504,34.25,26.2,22.0,13.1,592.0,8.25,1.135,2689.8571428571427,0.895,0.2409523809523809
1995-04-10,0.0,-0.0388566954227086,34.625,27.2,53.0,18.2,1270.0,15.0,1.17,1675.142857142857,0.9545,0.2542857142857143
1995-04-17,81700000.0,-0.0437823303162683,35.0,27.4,12.0,16.8,1260.0,13.0,2.12,1016.7142857142856,0.7671428571428571,0.24
1995-04-24,43000.0,-0.0361792091443133,34.0,27.6,132.0,11.8,533.0,11.0,3.07,726.0,0.6671428571428571,0.205
1995-05-01,5000.0,-0.0455176332451539,34.0,27.4,42.0,16.4,1690.0,8.5,4.29,625.8571428571429,0.5671428571428571,0.17
1995-05-08,31700.0,-0.0337632798907809,35.0,29.3,111.0,13.5,1230.0,8.2,2.61,360.0,0.6525,0.1451612903225806
1995-05-15,333.0,-0.0190839928720858,34.0,28.7,153.0,10.0,294.0,7.079999999999999,2.3268,89.28571428571429,0.985,0.1338709677419355
1995-05-22,1000.0,-0.0020596489913831,35.0,29.6,164.0,10.2,154.0,5.959999999999999,2.0436,17.885714285714286,1.0558823529411765,0.1225806451612903
1995-05-29,0.0,0.004898147052728,34.5,29.3,96.0,9.1,166.0,4.84,1.7603999999999995,13.285714285714286,0.7779411764705882,0.1112903225806451
1995-06-05,0.0,0.0047441620287705,34.0,29.2,113.0,27.2,833.0,3.72,1.4771999999999998,640.7142857142857,0.5737738731856379,0.1050559578670177
1995-06-12,0.0,-0.0009530644981411,34.0,29.7,76.0,9.0,965.0,2.6,1.194,1352.857142857143,0.8245454545454546,0.13
1995-06-19,200.0,0.005971448324593,34.0,29.2,61.0,12.2,268.0,5.450000000000001,2.067,713.2857142857143,1.02,0.16
1995-06-26,30700.0,-0.0056856545228942,34.0,29.4,27.0,11.9,2090.0,8.3,2.94,3301.428571428572,1.0433333333333332,0.19
1995-07-03,0.0,0.0101013232353246,32.0,31.3,115.0,6.3,1700.0,6.4,2.27,1839.2857142857144,1.0666666666666669,0.22
1995-07-10,0.0,0.0148840453973192,33.5,31.2,85.0,8.5,965.0,5.01,2.43,472.7142857142857,1.09,0.25
1995-07-17,270000.0,0.0197714386981704,35.0,30.7,97.0,11.1,880.0,3.62,2.59,1154.428571428571,1.0192857142857144,0.28
1995-07-24,0.0,0.0211228352767604,30.0,32.4,277.0,11.6,2320.0,5.746666666666666,2.75,4030.0,0.6687142857142857,0.2977551020408163
1995-07-31,0.0,0.025137395448113,31.0,32.5,100.0,12.9,3990.0,7.873333333333333,2.91,8947.142857142857,0.652,0.24
1995-08-07,6000.0,0.0339069676321094,32.0,29.6,85.0,11.3,5540.0,10.0,3.07,8007.142857142857,0.694,0.17
1995-08-14,0.0,0.0476595680366497,33.0,30.7,87.0,8.3,5560.0,7.5,3.04,6172.857142857143,0.846,0.1208163265306122
1995-08-21,103000.0,0.0528220133286296,34.0,32.9,204.0,9.1,4270.0,7.825,2.915,6028.571428571428,1.1295,0.1465714285714285
1995-08-28,83000.0,0.057908210883805,27.0,31.7,240.0,11.1,6150.0,8.15,2.79,11491.42857142857,1.0933333333333333,0.1785714285714285
1995-09-04,23667.0,0.0550890000817929,33.0,32.1,17.0,9.8,7790.0,8.475000000000001,2.665,11800.0,1.0571666666666668,0.2105714285714285
1995-09-11,3066600.0,0.0717726411371483,31.0,31.3,68.0,7.9,7790.0,8.8,2.54,10600.0,1.021,0.2425714285714285
1995-09-18,1130000.0,0.0625818585069902,28.0,31.8,91.0,7.7,5840.0,6.0,2.02,9745.714285714286,1.002418367346939,0.2660703729767769
1995-09-25,1000.0,0.0749288227643678,32.0,32.0,63.0,9.3,4920.0,7.3,2.64,7855.714285714285,1.0471428571428572,0.2589655172413793
1995-10-02,333.0,0.0991173352899453,32.0,30.1,91.0,11.7,2990.0,1.8,2.48,7030.0,1.0971428571428572,0.2493103448275861
1995-10-09,4300.0,0.0815254952189576,32.0,29.4,4.0,21.5,4190.0,3.125,2.3200000000000003,10220.0,1.16015306122449,0.2396551724137931
1995-10-16,0.0,0.0713403043304216,32.0,28.6,93.0,12.6,5210.0,4.45,2.16,11700.0,1.24375,0.2303031451307313
1995-10-23,0.0,0.0758880746912246,32.0,29.3,52.0,13.0,3890.0,5.775,2.0,11614.285714285714,1.169375,0.2228205128205128
1995-10-30,0.0,0.0543610509758927,34.3,28.4,55.0,12.7,3080.0,7.1,1.84,9288.57142857143,1.06875,0.2156410256410256
1995-11-06,3300.0,0.0466316117183706,33.53333333333333,28.1,93.0,20.0,2450.0,8.3,2.27,8430.0,0.968125,0.2084615384615384
1995-11-13,0.0,0.0362135488174606,32.766666666666666,28.2,13.0,12.1,1760.0,7.7,2.15,7852.857142857143,0.8675,0.2012820512820512
1995-11-20,150000.0,0.0373187395271322,32.0,28.3,93.0,12.9,1590.0,7.85,2.165,6670.0,0.9557142857142856,0.1941025641025641
1995-11-27,140000.0,0.0381494489485105,34.2,28.0,25.0,15.6,1060.0,8.0,2.18,5458.571428571428,1.1078571428571429,0.1894642857142857
1995-12-04,190000.0,0.0213207558938801,32.0,27.9,46.0,13.1,635.0,5.07,1.581,5375.714285714285,1.0095238095238095,0.1882142857142857
1995-12-11,11667.0,0.0117525175553818,34.0,27.9,16.0,15.1,530.0,2.14,0.982,2555.714285714286,0.911190476190476,0.1869642857142857
1995-12-18,150000.0,0.0149956596524432,34.0,27.2,97.0,13.0,466.0,2.04525,0.9637777777777776,2890.5714285714284,1.0905,0.1857142857142857
1995-12-25,0.0,-0.0056057845806575,34.0,27.2,14.0,18.3,430.0,1.9505,0.9455555555555556,2092.428571428572,1.5542,0.1844642857142857
1996-01-01,63000.0,-0.0134947084646768,34.0,26.5,42.0,12.6,482.0,1.85575,0.9273333333333332,1556.0,1.4888,0.1832142857142857
1996-01-08,0.0,-0.0446734775677214,33.8,26.5,300.0,16.7,2370.0,1.761,0.9091111111111112,2397.8571428571427,1.3376,0.1819642857142857
1996-01-15,0.0,-0.0558621697408107,33.6,25.7,355.0,14.8,2330.0,2.5375,0.8908888888888888,2990.714285714286,1.1864,0.1807142857142857
1996-01-22,0.0,-0.0399871228465444,33.4,25.4,24.0,13.9,1640.0,3.314,0.8726666666666666,2276.0,1.101071428571429,0.1697142857142857
1996-01-29,0.0,-0.0393664065151592,33.2,25.2,125.0,15.3,1200.0,3.276,0.8544444444444443,1392.2857142857142,1.1035714285714289,0.1457142857142857
1996-02-05,60000.0,-0.0416090374406282,33.0,25.3,147.0,14.9,899.0,3.238,0.8362222222222222,1815.7142857142856,1.1060714285714288,0.1217142857142857
1996-02-12,5800000.0,-0.0582268001854772,33.0,25.3,86.0,11.4,1020.0,3.2,0.818,133.65714285714287,1.108571428571429,0.0977142857142857
1996-02-19,16300.0,-0.0728786224917326,33.0,24.7,9.0,15.5,892.0,1.48,0.8862,153.28571428571428,0.9171428571428571,0.0737142857142857
1996-02-26,93000.0,-0.0690642934499135,33.0,25.2,110.0,12.1,638.0,2.525,0.9544,95.0,0.706875,0.07
1996-03-04,273000.0,-0.0678423212241886,33.0,25.3,154.0,16.2,782.0,2.2816666666666667,1.0226,262.57142857142856,0.81625,0.0933333333333333
1996-03-11,1700000.0,-0.0707839092287431,34.0,25.5,360.0,16.7,763.0,2.038333333333333,1.0908,526.0,0.9890178571428572,0.1166666666666666
1996-03-18,4700000.0,-0.0672741390876005,34.0,25.8,178.0,13.8,782.0,1.795,1.159,290.1428571428572,1.141428571428571,0.13
1996-03-25,153000.0,-0.0844714211145227,34.0,25.8,124.0,19.4,482.0,1.481,1.2272,289.0,0.9814285714285714,0.13
1996-04-01,737000.0,-0.0720262992351115,35.2,26.5,176.0,15.9,757.0,3.86075,1.2954,778.4285714285714,0.8214285714285714,0.13
1996-04-08,900000.0,-0.0633021398334052,35.0,26.5,142.0,14.3,1130.0,6.2405,1.3636,303.42857142857144,0.6614285714285715,0.13
1996-04-15,967000.0,-0.0667288369245364,34.0,26.7,2.0,17.0,1110.0,8.62025,1.4318,2065.285714285714,0.5014285714285713,0.13
1996-04-22,700000.0,-0.0605077497451334,35.0,26.9,141.0,13.0,638.0,11.0,1.5,1099.2857142857142,0.7742857142857144,0.13
1996-04-29,1770000.0,-0.0590654031104243,35.0,28.2,127.0,11.4,388.0,9.5,2.15,981.0,1.21,0.1321428571428571
1996-05-06,93300.0,-0.0395960061682282,34.0,27.5,31.0,12.8,371.0,9.875,2.165,221.0,1.0933333333333333,0.1371428571428571
1996-05-13,86700.0,-0.0197416642286497,35.7,28.5,111.0,10.1,235.0,10.25,2.18,109.0,0.9766666666666668,0.1421428571428571
1996-05-20,16300.0,-0.01728357704769,36.3,27.7,83.0,10.5,277.0,10.625,2.195,109.0,0.9207142857142856,0.1471428571428571
1996-05-27,0.0,-0.0182475456212495,34.1,28.7,123.0,14.7,260.0,11.0,2.21,1340.2857142857142,0.9457142857142856,0.1521428571428571
1996-06-03,0.0,-0.0098714338709414,35.2,29.5,78.0,10.8,558.0,6.4,1.495,2233.714285714286,0.9707142857142856,0.1571428571428571
1996-06-10,107000.0,-0.0254939254841281,35.9,28.6,131.0,15.9,482.0,1.8,0.78,713.5714285714286,0.9957142857142856,0.1621428571428571
